Year,Month,Primary Type,Community Area,Arrest,Description,Location Description,Count
2001,4,HOMICIDE,21,True,FIRST DEGREE MURDER,PARKING LOT,1
2001,4,HOMICIDE,22,True,FIRST DEGREE MURDER,ALLEY,1
2001,4,HOMICIDE,22,True,FIRST DEGREE MURDER,STREET,1
2001,4,HOMICIDE,23,False,FIRST DEGREE MURDER,AUTO,1
2001,4,HOMICIDE,23,False,FIRST DEGREE MURDER,PORCH,1
2001,4,HOMICIDE,23,False,FIRST DEGREE MURDER,STREET,1
2001,4,HOMICIDE,23,True,FIRST DEGREE MURDER,AUTO,1
2001,4,HOMICIDE,23,True,FIRST DEGREE MURDER,STREET,1
2001,4,HOMICIDE,24,False,FIRST DEGREE MURDER,STREET,1
2001,4,HOMICIDE,24,True,FIRST DEGREE MURDER,AUTO,1
2001,4,HOMICIDE,25,False,FIRST DEGREE MURDER,AUTO,1
2001,4,HOMICIDE,25,True,FIRST DEGREE MURDER,APARTMENT,2
2001,4,HOMICIDE,25,True,FIRST DEGREE MURDER,STREET,1
2001,4,HOMICIDE,26,True,FIRST DEGREE MURDER,CAR WASH,1
2001,4,HOMICIDE,26,True,FIRST DEGREE MURDER,CLUB,2
2001,4,HOMICIDE,27,False,FIRST DEGREE MURDER,STREET,1
2001,4,HOMICIDE,29,True,FIRST DEGREE MURDER,APARTMENT,1
2001,4,HOMICIDE,29,True,FIRST DEGREE MURDER,STREET,1
2001,4,HOMICIDE,30,False,FIRST DEGREE MURDER,AUTO,1
2001,4,HOMICIDE,30,True,FIRST DEGREE MURDER,GAS STATION DRIVE/PROP.,1
2001,4,HOMICIDE,35,False,FIRST DEGREE MURDER,CHA ELEVATOR,1
2001,4,HOMICIDE,35,True,FIRST DEGREE MURDER,CHA APARTMENT,1
2001,4,HOMICIDE,38,False,FIRST DEGREE MURDER,STREET,1
2001,4,HOMICIDE,38,True,FIRST DEGREE MURDER,CHA STAIRWELL,1
2001,4,HOMICIDE,40,True,FIRST DEGREE MURDER,AUTO,1
2001,4,HOMICIDE,42,True,FIRST DEGREE MURDER,APARTMENT,1
2001,4,HOMICIDE,43,True,FIRST DEGREE MURDER,APARTMENT,1
2001,4,HOMICIDE,46,True,FIRST DEGREE MURDER,APARTMENT,1
2001,4,HOMICIDE,46,True,FIRST DEGREE MURDER,PORCH,1
2001,4,HOMICIDE,49,False,FIRST DEGREE MURDER,PORCH,1
2001,4,HOMICIDE,52,True,FIRST DEGREE MURDER,PORCH,1
2001,4,HOMICIDE,59,False,FIRST DEGREE MURDER,TAVERN,1
2001,4,HOMICIDE,64,True,FIRST DEGREE MURDER,HOUSE,1
2001,4,HOMICIDE,71,True,FIRST DEGREE MURDER,APARTMENT,1
2001,4,HOMICIDE,71,True,FIRST DEGREE MURDER,AUTO,1
2001,4,HOMICIDE,71,True,FIRST DEGREE MURDER,HOUSE,1
2001,4,HOMICIDE,73,True,FIRST DEGREE MURDER,ALLEY,1
2001,4,HOMICIDE,73,True,FIRST DEGREE MURDER,PORCH,1
2001,4,HOMICIDE,8,True,FIRST DEGREE MURDER,CHA APARTMENT,1
2001,4,MOTOR VEHICLE THEFT,17,False,AUTOMOBILE,STREET,1
2001,4,MOTOR VEHICLE THEFT,19,False,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),1
2001,4,MOTOR VEHICLE THEFT,19,False,AUTOMOBILE,STREET,1
2001,4,MOTOR VEHICLE THEFT,19,False,"TRUCK, BUS, MOTOR HOME",STREET,1
2001,4,MOTOR VEHICLE THEFT,22,False,AUTOMOBILE,STREET,1
2001,4,MOTOR VEHICLE THEFT,24,False,AUTOMOBILE,STREET,1
2001,4,MOTOR VEHICLE THEFT,25,False,AUTOMOBILE,STREET,2
2001,4,MOTOR VEHICLE THEFT,27,False,AUTOMOBILE,STREET,1
2001,4,MOTOR VEHICLE THEFT,28,False,AUTOMOBILE,STREET,1
2001,4,MOTOR VEHICLE THEFT,29,False,AUTOMOBILE,STREET,1
2001,4,MOTOR VEHICLE THEFT,3,True,"CYCLE, SCOOTER, BIKE W-VIN",STREET,1
2001,4,MOTOR VEHICLE THEFT,32,False,AUTOMOBILE,OTHER,1
2001,4,MOTOR VEHICLE THEFT,33,False,AUTOMOBILE,STREET,1
2001,4,MOTOR VEHICLE THEFT,41,False,AUTOMOBILE,STREET,1
2001,4,MOTOR VEHICLE THEFT,41,False,"CYCLE, SCOOTER, BIKE W-VIN",STREET,1
2001,4,MOTOR VEHICLE THEFT,43,False,AUTOMOBILE,STREET,2
2001,4,MOTOR VEHICLE THEFT,44,False,AUTOMOBILE,STREET,1
2001,4,MOTOR VEHICLE THEFT,44,False,"CYCLE, SCOOTER, BIKE W-VIN",STREET,1
2001,4,MOTOR VEHICLE THEFT,54,False,AUTOMOBILE,STREET,1
2001,4,MOTOR VEHICLE THEFT,60,False,AUTOMOBILE,STREET,1
2001,4,MOTOR VEHICLE THEFT,71,False,AUTOMOBILE,STREET,1
2001,4,MOTOR VEHICLE THEFT,73,False,AUTOMOBILE,STREET,1
2001,4,MOTOR VEHICLE THEFT,76,False,AUTOMOBILE,AIRPORT/AIRCRAFT,5
2001,4,MOTOR VEHICLE THEFT,76,False,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),1
2001,4,MOTOR VEHICLE THEFT,76,False,THEFT/RECOVERY: AUTOMOBILE,AIRPORT/AIRCRAFT,1
2001,4,NARCOTICS,23,True,POSS: PCP,OTHER,1
2001,4,NARCOTICS,25,True,POSS: HEROIN(WHITE),OTHER,1
2001,4,NARCOTICS,25,True,SOLICIT NARCOTICS ON PUBLICWAY,OTHER,1
2001,4,NARCOTICS,25,True,SOLICIT NARCOTICS ON PUBLICWAY,STREET,1
2001,4,NARCOTICS,27,True,POSS: CRACK,STREET,1
2001,4,NARCOTICS,71,True,POSS: CRACK,RESIDENCE,1
2001,4,NARCOTICS,76,True,FORFEIT PROPERTY,AIRPORT/AIRCRAFT,1
2001,4,NARCOTICS,76,True,POSS: CANNABIS 30GMS OR LESS,AIRPORT/AIRCRAFT,1
2001,4,NARCOTICS,76,True,POSS: COCAINE,AIRPORT/AIRCRAFT,1
2001,4,NARCOTICS,76,True,POSS: HEROIN(WHITE),AIRPORT/AIRCRAFT,1
2001,4,OFFENSE INVOLVING CHILDREN,1,False,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,1
2001,4,OFFENSE INVOLVING CHILDREN,11,False,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,1
2001,4,OFFENSE INVOLVING CHILDREN,14,False,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,1
2001,4,OFFENSE INVOLVING CHILDREN,22,True,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,1
2001,4,OFFENSE INVOLVING CHILDREN,24,False,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,1
2001,4,OFFENSE INVOLVING CHILDREN,27,False,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,1
2001,4,OFFENSE INVOLVING CHILDREN,39,False,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,1
2001,4,OFFENSE INVOLVING CHILDREN,46,False,ENDANGERING LIFE/HEALTH CHILD,RESIDENCE,1
2001,4,OFFENSE INVOLVING CHILDREN,53,False,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,1
2001,4,OFFENSE INVOLVING CHILDREN,58,False,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,2
2001,4,OFFENSE INVOLVING CHILDREN,62,False,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,1
2001,4,OFFENSE INVOLVING CHILDREN,66,False,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,1
2001,4,OFFENSE INVOLVING CHILDREN,66,True,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,1
2001,4,OFFENSE INVOLVING CHILDREN,68,False,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,1
2001,4,OFFENSE INVOLVING CHILDREN,75,False,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,1
2001,4,OFFENSE INVOLVING CHILDREN,76,False,ENDANGERING LIFE/HEALTH CHILD,AIRPORT/AIRCRAFT,1
2001,4,OFFENSE INVOLVING CHILDREN,8,False,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,1
2001,4,OFFENSE INVOLVING CHILDREN,8,True,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,1
2001,4,OTHER OFFENSE,10,False,HARASSMENT BY ELECTRONIC MEANS,HOTEL/MOTEL,1
2001,4,OTHER OFFENSE,17,False,OTHER CRIME INVOLVING PROPERTY,STREET,1
2001,4,OTHER OFFENSE,22,False,HARASSMENT BY TELEPHONE,APARTMENT,1
2001,4,OTHER OFFENSE,25,False,OTHER VEHICLE OFFENSE,STREET,1
2001,4,OTHER OFFENSE,25,False,TELEPHONE THREAT,RESIDENCE,1
2001,4,OTHER OFFENSE,27,False,HARASSMENT BY TELEPHONE,RESIDENCE,1
2001,4,OTHER OFFENSE,35,False,SEX OFFENDER: FAIL TO REGISTER,POLICE FACILITY/VEH PARKING LOT,1
2001,4,OTHER OFFENSE,43,True,SEX OFFENDER: FAIL TO REGISTER,RESIDENCE,1
2001,4,OTHER OFFENSE,46,False,OTHER CRIME INVOLVING PROPERTY,STREET,1
2001,4,OTHER OFFENSE,62,False,HARASSMENT BY TELEPHONE,RESIDENCE,1
2001,4,OTHER OFFENSE,76,False,TELEPHONE THREAT,AIRPORT/AIRCRAFT,1
2001,4,OTHER OFFENSE,76,True,OTHER CRIME INVOLVING PROPERTY,AIRPORT/AIRCRAFT,1
2001,4,OTHER OFFENSE,76,True,VIOLATE ORDER OF PROTECTION,AIRPORT/AIRCRAFT,1
2001,4,PUBLIC PEACE VIOLATION,76,False,BOMB THREAT,AIRPORT/AIRCRAFT,2
2001,4,ROBBERY,22,False,ARMED: OTHER DANGEROUS WEAPON,SIDEWALK,1
2001,4,ROBBERY,27,False,ARMED: HANDGUN,STREET,1
2001,4,ROBBERY,3,False,ARMED: HANDGUN,STREET,1
2001,4,ROBBERY,32,False,STRONGARM - NO WEAPON,CTA PLATFORM,1
2001,4,ROBBERY,7,False,STRONGARM - NO WEAPON,STREET,1
2001,4,SEX OFFENSE,1,True,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,1
2001,4,SEX OFFENSE,16,False,CRIMINAL SEXUAL ABUSE,RESIDENCE,1
2001,4,SEX OFFENSE,19,True,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,1
2001,4,SEX OFFENSE,23,False,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,1
2001,4,SEX OFFENSE,49,False,CRIMINAL SEXUAL ABUSE,RESIDENCE,1
2001,4,SEX OFFENSE,58,False,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,1
2001,4,SEX OFFENSE,8,False,AGGRAVATED CRIMINAL SEXUAL ABUSE,OTHER (SPECIFY),1
2001,4,THEFT,1,False,FINANCIAL ID THEFT: OVER $300,RESIDENCE,2
2001,4,THEFT,14,False,FINANCIAL ID THEFT: OVER $300,RESIDENCE,1
2001,4,THEFT,15,False,FINANCIAL ID THEFT: OVER $300,RESIDENCE,1
2001,4,THEFT,16,False,$500 AND UNDER,STREET,1
2001,4,THEFT,16,False,ATTEMPT FINANCIAL IDENTITY THEFT,RESIDENCE,1
2001,4,THEFT,16,False,FINANCIAL ID THEFT: OVER $300,APARTMENT,1
2001,4,THEFT,17,False,FINANCIAL ID THEFT: OVER $300,APARTMENT,1
2001,4,THEFT,17,False,FINANCIAL ID THEFT: OVER $300,RESIDENCE,1
2001,4,THEFT,18,False,FINANCIAL ID THEFT: OVER $300,RESIDENCE,1
2001,4,THEFT,19,False,FINANCIAL ID THEFT:$300 &UNDER,ALLEY,1
2001,4,THEFT,2,False,FINANCIAL ID THEFT: OVER $300,RESIDENCE,1
2001,4,THEFT,20,False,FINANCIAL ID THEFT: OVER $300,APARTMENT,1
2001,4,THEFT,20,False,FINANCIAL ID THEFT: OVER $300,RESIDENCE,1
2001,4,THEFT,21,False,FINANCIAL ID THEFT:$300 &UNDER,OTHER,1
2001,4,THEFT,22,False,FINANCIAL ID THEFT: OVER $300,APARTMENT,1
2001,4,THEFT,22,False,FINANCIAL ID THEFT:$300 &UNDER,DEPARTMENT STORE,1
2001,4,THEFT,22,False,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,1
2001,4,THEFT,22,False,OVER $500,OTHER,1
2001,4,THEFT,22,False,OVER $500,RESIDENCE,1
2001,4,THEFT,23,False,$500 AND UNDER,STREET,1
2001,4,THEFT,23,False,FINANCIAL ID THEFT: OVER $300,APARTMENT,1
2001,4,THEFT,23,False,FINANCIAL ID THEFT: OVER $300,RESIDENCE,1
2001,4,THEFT,24,False,FINANCIAL ID THEFT: OVER $300,OTHER,1
2001,4,THEFT,24,False,FINANCIAL ID THEFT: OVER $300,RESIDENCE,1
2001,4,THEFT,25,False,FINANCIAL ID THEFT: OVER $300,DEPARTMENT STORE,1
2001,4,THEFT,25,False,FINANCIAL ID THEFT: OVER $300,RESIDENCE,2
2001,4,THEFT,27,False,AGG: FINANCIAL ID THEFT,APARTMENT,1
2001,4,THEFT,27,False,FINANCIAL ID THEFT: OVER $300,RESIDENCE,2
2001,4,THEFT,29,False,FINANCIAL ID THEFT: OVER $300,HOSPITAL BUILDING/GROUNDS,1
2001,4,THEFT,29,False,FINANCIAL ID THEFT: OVER $300,RESIDENCE,1
2001,4,THEFT,30,False,AGG: FINANCIAL ID THEFT,APARTMENT,1
2001,4,THEFT,33,False,FINANCIAL ID THEFT: OVER $300,RESIDENCE,1
2001,4,THEFT,33,False,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,1
2001,4,THEFT,33,False,OVER $500,FACTORY/MANUFACTURING BUILDING,1
2001,4,THEFT,34,False,FINANCIAL ID THEFT: OVER $300,RESIDENCE,1
2001,4,THEFT,35,False,FINANCIAL ID THEFT: OVER $300,RESIDENCE,2
2001,4,THEFT,35,False,OVER $500,OTHER,1
2001,4,THEFT,38,False,FINANCIAL ID THEFT: OVER $300,RESIDENCE,1
2001,4,THEFT,38,False,FROM BUILDING,RESIDENCE,1
2001,4,THEFT,39,False,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,1
2001,4,THEFT,4,False,FINANCIAL ID THEFT: OVER $300,MEDICAL/DENTAL OFFICE,1
2001,4,THEFT,4,True,FINANCIAL ID THEFT: OVER $300,HOSPITAL BUILDING/GROUNDS,1
2001,4,THEFT,40,False,$500 AND UNDER,STREET,1
2001,4,THEFT,43,False,FINANCIAL ID THEFT: OVER $300,RESIDENCE,1
2001,4,THEFT,49,False,$500 AND UNDER,OTHER,1
2001,4,THEFT,49,False,FINANCIAL ID THEFT: OVER $300,APARTMENT,1
2001,4,THEFT,52,False,FINANCIAL ID THEFT: OVER $300,RESIDENCE,1
2001,4,THEFT,53,False,FINANCIAL ID THEFT: OVER $300,RESIDENCE,1
2001,4,THEFT,53,False,FINANCIAL ID THEFT: OVER $300,STREET,1
2001,4,THEFT,6,False,$500 AND UNDER,OTHER,1
2001,4,THEFT,62,False,FINANCIAL ID THEFT: OVER $300,RESIDENCE,1
2001,4,THEFT,63,False,FINANCIAL ID THEFT: OVER $300,RESIDENCE,1
2001,4,THEFT,66,False,FINANCIAL ID THEFT: OVER $300,STREET,1
2001,4,THEFT,67,False,FINANCIAL ID THEFT: OVER $300,APARTMENT,1
2001,4,THEFT,67,False,FINANCIAL ID THEFT: OVER $300,RESIDENCE,1
2001,4,THEFT,68,False,FINANCIAL ID THEFT: OVER $300,RESIDENCE,1
2001,4,THEFT,69,False,FINANCIAL ID THEFT: OVER $300,APARTMENT,1
2001,4,THEFT,69,False,FINANCIAL ID THEFT: OVER $300,RESIDENCE,3
2001,4,THEFT,7,False,FINANCIAL ID THEFT: OVER $300,APARTMENT,1
2001,4,THEFT,71,False,AGG: FINANCIAL ID THEFT,RESIDENCE,1
2001,4,THEFT,71,False,FINANCIAL ID THEFT: OVER $300,RESIDENCE,1
2001,4,THEFT,71,False,FINANCIAL ID THEFT:$300 &UNDER,STREET,1
2001,4,THEFT,71,True,FINANCIAL ID THEFT: OVER $300,RESIDENCE,1
2001,4,THEFT,72,False,FINANCIAL ID THEFT: OVER $300,RESIDENCE,1
2001,4,THEFT,75,False,FINANCIAL ID THEFT: OVER $300,RESIDENCE,1
2001,4,THEFT,76,False,$500 AND UNDER,AIRPORT/AIRCRAFT,39
2001,4,THEFT,76,False,$500 AND UNDER,CTA TRAIN,1
2001,4,THEFT,76,False,$500 AND UNDER,HOTEL/MOTEL,1
2001,4,THEFT,76,False,$500 AND UNDER,OTHER,1
2001,4,THEFT,76,False,ATTEMPT THEFT,AIRPORT/AIRCRAFT,2
2001,4,THEFT,76,False,OVER $500,AIRPORT/AIRCRAFT,22
2001,4,THEFT,76,False,OVER $500,COMMERCIAL / BUSINESS OFFICE,1
2001,4,THEFT,76,False,OVER $500,PARKING LOT/GARAGE(NON.RESID.),1
2001,4,THEFT,76,True,$500 AND UNDER,AIRPORT/AIRCRAFT,5
2001,4,THEFT,76,True,OVER $500,AIRPORT/AIRCRAFT,2
2001,4,THEFT,77,False,FINANCIAL ID THEFT: OVER $300,APARTMENT,1
2001,4,THEFT,77,False,FINANCIAL ID THEFT: OVER $300,RESIDENCE,2
2001,4,THEFT,8,False,FINANCIAL ID THEFT: OVER $300,MEDICAL/DENTAL OFFICE,1
2001,4,THEFT,8,False,OVER $500,APARTMENT,1
2001,4,WEAPONS VIOLATION,76,True,UNLAWFUL POSS AMMUNITION,AIRPORT/AIRCRAFT,1
2001,4,WEAPONS VIOLATION,76,True,UNLAWFUL POSS OF HANDGUN,AIRPORT/AIRCRAFT,1
2001,4,WEAPONS VIOLATION,76,True,UNLAWFUL USE OTHER DANG WEAPON,AIRPORT/AIRCRAFT,1
2001,5,ASSAULT,23,False,SIMPLE,STREET,2
2001,5,ASSAULT,27,False,AGGRAVATED: HANDGUN,STREET,1
2001,5,ASSAULT,29,True,SIMPLE,STREET,1
2001,5,ASSAULT,52,False,SIMPLE,SIDEWALK,1
2001,5,ASSAULT,76,False,SIMPLE,AIRPORT/AIRCRAFT,2
2001,5,ASSAULT,76,True,SIMPLE,AIRPORT/AIRCRAFT,1
2001,5,BATTERY,23,False,SIMPLE,STREET,3
2001,5,BATTERY,25,False,SIMPLE,NURSING HOME/RETIREMENT HOME,1
2001,5,BATTERY,27,False,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,1
2001,5,BATTERY,28,False,SIMPLE,RESIDENCE,1
2001,5,BATTERY,29,False,AGG: HANDS/FIST/FEET NO/MINOR INJURY,STREET,1
2001,5,BATTERY,30,True,SIMPLE,APARTMENT,1
2001,5,BATTERY,33,True,DOMESTIC BATTERY SIMPLE,CHA HALLWAY/STAIRWELL/ELEVATOR,1
2001,5,BATTERY,43,False,DOMESTIC BATTERY SIMPLE,APARTMENT,1
2001,5,BATTERY,53,False,SIMPLE,"SCHOOL, PUBLIC, BUILDING",1
2001,5,BATTERY,61,True,SIMPLE,RESIDENCE,1
2001,5,BATTERY,71,False,DOMESTIC BATTERY SIMPLE,STREET,1
2001,5,BATTERY,76,False,AGGRAVATED: OTHER DANG WEAPON,AIRPORT/AIRCRAFT,2
2001,5,BATTERY,76,False,SIMPLE,AIRPORT/AIRCRAFT,8
2001,5,BATTERY,76,True,AGG PO HANDS NO/MIN INJURY,AIRPORT/AIRCRAFT,1
2001,5,BATTERY,76,True,SIMPLE,AIRPORT/AIRCRAFT,4
2001,5,BATTERY,76,True,SIMPLE,CTA TRAIN,1
2001,5,BURGLARY,26,False,FORCIBLE ENTRY,STREET,1
2001,5,BURGLARY,28,False,UNLAWFUL ENTRY,RESIDENCE-GARAGE,1
2001,5,BURGLARY,28,False,UNLAWFUL ENTRY,STREET,1
2001,5,BURGLARY,30,False,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,1
2001,5,BURGLARY,61,False,FORCIBLE ENTRY,RESIDENCE,1
2001,5,BURGLARY,61,False,UNLAWFUL ENTRY,RESIDENCE-GARAGE,1
2001,5,BURGLARY,77,False,FORCIBLE ENTRY,APARTMENT,1
2001,5,BURGLARY,8,False,FORCIBLE ENTRY,CHA APARTMENT,1
2001,5,CRIM SEXUAL ASSAULT,25,False,NON-AGGRAVATED,PARK PROPERTY,1
2001,5,CRIM SEXUAL ASSAULT,4,False,NON-AGGRAVATED,APARTMENT,1
2001,5,CRIM SEXUAL ASSAULT,46,False,AGGRAVATED: HANDGUN,APARTMENT,1
2001,5,CRIM SEXUAL ASSAULT,46,True,AGGRAVATED: OTHER,RESIDENCE,1
2001,5,CRIM SEXUAL ASSAULT,66,False,AGGRAVATED: OTHER,RESIDENCE,1
2001,5,CRIM SEXUAL ASSAULT,68,False,AGGRAVATED: OTHER,RESIDENCE,1
2001,5,CRIM SEXUAL ASSAULT,68,False,PREDATORY,RESIDENCE,1
2001,5,CRIM SEXUAL ASSAULT,7,False,AGGRAVATED: OTHER,"SCHOOL, PUBLIC, BUILDING",1
2001,5,CRIM SEXUAL ASSAULT,72,False,PREDATORY,RESIDENCE,1
2001,5,CRIM SEXUAL ASSAULT,77,False,NON-AGGRAVATED,APARTMENT,1
2001,5,CRIMINAL DAMAGE,23,False,TO PROPERTY,STREET,2
2001,5,CRIMINAL DAMAGE,23,False,TO VEHICLE,STREET,1
2001,5,CRIMINAL DAMAGE,26,False,TO PROPERTY,STREET,1
2001,5,CRIMINAL DAMAGE,28,False,TO PROPERTY,STREET,1
2001,5,CRIMINAL DAMAGE,29,False,TO VEHICLE,STREET,1
2001,5,CRIMINAL DAMAGE,76,False,TO PROPERTY,AIRPORT/AIRCRAFT,8
2001,5,CRIMINAL DAMAGE,76,False,TO PROPERTY,CTA PLATFORM,1
2001,5,CRIMINAL DAMAGE,76,False,TO PROPERTY,FACTORY/MANUFACTURING BUILDING,1
2001,5,CRIMINAL DAMAGE,76,False,TO VEHICLE,AIRPORT/AIRCRAFT,5
2001,5,CRIMINAL TRESPASS,76,False,TO LAND,AIRPORT/AIRCRAFT,2
2001,5,CRIMINAL TRESPASS,76,True,TO LAND,AIRPORT/AIRCRAFT,19
2001,5,CRIMINAL TRESPASS,76,True,TO STATE SUP LAND,AIRPORT/AIRCRAFT,2
2001,5,DECEPTIVE PRACTICE,12,False,FRAUD OR CONFIDENCE GAME,COMMERCIAL / BUSINESS OFFICE,1
2001,5,DECEPTIVE PRACTICE,14,False,"THEFT BY LESSEE,NON-VEH",SMALL RETAIL STORE,1
2001,5,DECEPTIVE PRACTICE,19,False,FORGERY,RESIDENCE,1
2001,5,DECEPTIVE PRACTICE,22,False,FRAUD OR CONFIDENCE GAME,RESIDENCE,1
2001,5,DECEPTIVE PRACTICE,25,False,FORGERY,BANK,1
2001,5,DECEPTIVE PRACTICE,27,False,STOLEN PROP: BUY/RECEIVE/POS.,STREET,1
2001,5,DECEPTIVE PRACTICE,3,False,BOGUS CHECK,SMALL RETAIL STORE,1
2001,5,DECEPTIVE PRACTICE,30,False,THEFT OF LOST/MISLAID PROP,DEPARTMENT STORE,1
2001,5,DECEPTIVE PRACTICE,43,False,FRAUD OR CONFIDENCE GAME,SIDEWALK,1
2001,5,DECEPTIVE PRACTICE,44,False,FORGERY,BANK,1
2001,5,DECEPTIVE PRACTICE,66,False,ILLEGAL USE CASH CARD,RESIDENCE,1
2001,5,DECEPTIVE PRACTICE,69,False,FINANCIAL IDENTITY THEFT OVER $ 300,"SCHOOL, PRIVATE, GROUNDS",1
2001,5,DECEPTIVE PRACTICE,71,False,BOGUS CHECK,RESIDENCE,1
2001,5,DECEPTIVE PRACTICE,76,False,FORGERY,AIRPORT/AIRCRAFT,1
2001,5,DECEPTIVE PRACTICE,76,False,FORGERY,COMMERCIAL / BUSINESS OFFICE,1
2001,5,DECEPTIVE PRACTICE,76,False,FRAUD OR CONFIDENCE GAME,CREDIT UNION,1
2001,5,DECEPTIVE PRACTICE,76,False,"THEFT BY LESSEE,MOTOR VEH",AIRPORT/AIRCRAFT,7
2001,5,DECEPTIVE PRACTICE,76,False,"THEFT BY LESSEE,MOTOR VEH",OTHER,2
2001,5,DECEPTIVE PRACTICE,76,False,"THEFT BY LESSEE,MOTOR VEH",PARKING LOT/GARAGE(NON.RESID.),2
2001,5,DECEPTIVE PRACTICE,76,False,THEFT OF LABOR/SERVICES,AIRPORT/AIRCRAFT,2
2001,5,DECEPTIVE PRACTICE,76,True,CREDIT CARD FRAUD,COMMERCIAL / BUSINESS OFFICE,1
2001,5,DECEPTIVE PRACTICE,76,True,"THEFT BY LESSEE,MOTOR VEH",AIRPORT/AIRCRAFT,3
2001,5,DECEPTIVE PRACTICE,76,True,"THEFT BY LESSEE,MOTOR VEH",PARKING LOT/GARAGE(NON.RESID.),1
2001,5,DECEPTIVE PRACTICE,76,True,THEFT OF LABOR/SERVICES,AIRPORT/AIRCRAFT,1
2001,5,DECEPTIVE PRACTICE,76,True,THEFT OF LABOR/SERVICES,CTA PLATFORM,2
2001,5,DECEPTIVE PRACTICE,77,False,ILLEGAL USE CASH CARD,SMALL RETAIL STORE,1
2001,5,DECEPTIVE PRACTICE,8,True,FRAUD OR CONFIDENCE GAME,COMMERCIAL / BUSINESS OFFICE,1
2001,5,HOMICIDE,23,False,FIRST DEGREE MURDER,PARKING LOT,1
2001,5,HOMICIDE,25,False,FIRST DEGREE MURDER,STREET,2
2001,5,HOMICIDE,25,True,FIRST DEGREE MURDER,AUTO,1
2001,5,HOMICIDE,25,True,FIRST DEGREE MURDER,RESTAURANT,1
2001,5,HOMICIDE,26,True,FIRST DEGREE MURDER,APARTMENT,1
2001,5,HOMICIDE,27,True,FIRST DEGREE MURDER,CHA APARTMENT,1
2001,5,HOMICIDE,27,True,FIRST DEGREE MURDER,STREET,2
2001,5,HOMICIDE,27,True,FIRST DEGREE MURDER,VACANT LOT,1
2001,5,HOMICIDE,31,True,FIRST DEGREE MURDER,STREET,1
2001,5,HOMICIDE,38,False,FIRST DEGREE MURDER,CHA HALLWAY,1
2001,5,HOMICIDE,38,False,FIRST DEGREE MURDER,STREET,1
2001,5,HOMICIDE,4,True,FIRST DEGREE MURDER,STREET,1
2001,5,HOMICIDE,40,True,FIRST DEGREE MURDER,APARTMENT,1
2001,5,HOMICIDE,42,True,FIRST DEGREE MURDER,STREET,1
2001,5,HOMICIDE,43,True,FIRST DEGREE MURDER,VESTIBULE,1
2001,5,HOMICIDE,44,True,FIRST DEGREE MURDER,STREET,1
2001,5,HOMICIDE,46,False,FIRST DEGREE MURDER,STREET,1
2001,5,HOMICIDE,53,False,FIRST DEGREE MURDER,VACANT LOT,1
2001,5,HOMICIDE,57,False,FIRST DEGREE MURDER,PARKING LOT,1
2001,5,HOMICIDE,58,True,FIRST DEGREE MURDER,STREET,2
2001,5,HOMICIDE,59,False,FIRST DEGREE MURDER,ALLEY,1
2001,5,HOMICIDE,61,True,FIRST DEGREE MURDER,HOUSE,1
2001,5,HOMICIDE,63,False,FIRST DEGREE MURDER,AUTO,1
2001,5,HOMICIDE,68,False,FIRST DEGREE MURDER,APARTMENT,1
2001,5,HOMICIDE,68,False,FIRST DEGREE MURDER,VACANT LOT,1
2001,5,HOMICIDE,68,True,FIRST DEGREE MURDER,AUTO,1
2001,5,HOMICIDE,68,True,FIRST DEGREE MURDER,STREET,1
2001,5,HOMICIDE,69,False,FIRST DEGREE MURDER,STREET,1
2001,5,KIDNAPPING,68,False,CHILD ABDUCTION/STRANGER,STREET,1
2001,5,LIQUOR LAW VIOLATION,32,True,SELL/GIVE/DEL LIQUOR TO MINOR,RESTAURANT,1
